STATE,RURALITY,MARITAL_STATUS,NUM_DEPENDENTS,INCOME_BAND,HEM
SA,NONMETRO,2,1,64000,738
SA,NONMETRO,2,2,64000,818
SA,NONMETRO,2,3,64000,886
SA,NONMETRO,2,4,64000,954
SA,NONMETRO,2,5,64000,1022
SA,NONMETRO,2,6,64000,1089
SA,NONMETRO,2,7,64000,1157
SA,NONMETRO,2,8,64000,1225
SA,NONMETRO,2,9,64000,1293
SA,NONMETRO,2,10,64000,1361
SA,NONMETRO,2,0,77000,718
SA,NONMETRO,2,1,77000,797
SA,NONMETRO,2,2,77000,878
SA,NONMETRO,2,3,77000,945
SA,NONMETRO,2,4,77000,1013
SA,NONMETRO,2,5,77000,1080
SA,NONMETRO,2,6,77000,1148
SA,NONMETRO,2,7,77000,1216
SA,NONMETRO,2,8,77000,1283
SA,NONMETRO,2,9,77000,1351
SA,NONMETRO,2,10,77000,1418
SA,NONMETRO,2,0,103000,805
SA,NONMETRO,2,1,103000,884
SA,NONMETRO,2,2,103000,965
SA,NONMETRO,2,3,103000,1032
SA,NONMETRO,2,4,103000,1099
SA,NONMETRO,2,5,103000,1167
SA,NONMETRO,2,6,103000,1234
SA,NONMETRO,2,7,103000,1301
SA,NONMETRO,2,8,103000,1368
SA,NONMETRO,2,9,103000,1436
SA,NONMETRO,2,10,103000,1503
SA,NONMETRO,2,0,129000,880
SA,NONMETRO,2,1,129000,958
SA,NONMETRO,2,2,129000,1040
SA,NONMETRO,2,3,129000,1107
SA,NONMETRO,2,4,129000,1174
SA,NONMETRO,2,5,129000,1241
SA,NONMETRO,2,6,129000,1308
SA,NONMETRO,2,7,129000,1375
SA,NONMETRO,2,8,129000,1441
SA,NONMETRO,2,9,129000,1508
SA,NONMETRO,2,10,129000,1575
SA,NONMETRO,2,0,155000,961
SA,NONMETRO,2,1,155000,1039
SA,NONMETRO,2,2,155000,1121
SA,NONMETRO,2,3,155000,1188
SA,NONMETRO,2,4,155000,1255
SA,NONMETRO,2,5,155000,1321
SA,NONMETRO,2,6,155000,1388
SA,NONMETRO,2,7,155000,1454
SA,NONMETRO,2,8,155000,1521
SA,NONMETRO,2,9,155000,1588
SA,NONMETRO,2,10,155000,1654
SA,NONMETRO,2,0,180000,1008
SA,NONMETRO,2,1,180000,1087
SA,NONMETRO,2,2,180000,1169
SA,NONMETRO,2,3,180000,1235
SA,NONMETRO,2,4,180000,1302
SA,NONMETRO,2,5,180000,1368
SA,NONMETRO,2,6,180000,1435
SA,NONMETRO,2,7,180000,1501
SA,NONMETRO,2,8,180000,1568
SA,NONMETRO,2,9,180000,1634
SA,NONMETRO,2,10,180000,1700
SA,NONMETRO,2,0,206000,1073
SA,NONMETRO,2,1,206000,1151
SA,NONMETRO,2,2,206000,1234
SA,NONMETRO,2,3,206000,1300
SA,NONMETRO,2,4,206000,1366
SA,NONMETRO,2,5,206000,1432
SA,NONMETRO,2,6,206000,1499
SA,NONMETRO,2,7,206000,1565
SA,NONMETRO,2,8,206000,1631
SA,NONMETRO,2,9,206000,1697
SA,NONMETRO,2,10,206000,1763
SA,NONMETRO,2,0,258000,1187
SA,NONMETRO,2,1,258000,1265
SA,NONMETRO,2,2,258000,1348
SA,NONMETRO,2,3,258000,1414
SA,NONMETRO,2,4,258000,1479
SA,NONMETRO,2,5,258000,1545
SA,NONMETRO,2,6,258000,1611
SA,NONMETRO,2,7,258000,1677
SA,NONMETRO,2,8,258000,1742
SA,NONMETRO,2,9,258000,1808
SA,NONMETRO,2,10,258000,1874
SA,NONMETRO,2,0,322000,1357
SA,NONMETRO,2,1,322000,1434
SA,NONMETRO,2,2,322000,1519
SA,NONMETRO,2,3,322000,1584
SA,NONMETRO,2,4,322000,1649
SA,NONMETRO,2,5,322000,1714
SA,NONMETRO,2,6,322000,1779
SA,NONMETRO,2,7,322000,1844
SA,NONMETRO,2,8,322000,1909
SA,NONMETRO,2,9,322000,1974
SA,NONMETRO,2,10,322000,2039
SA,NONMETRO,2,0,386000,1378
SA,NONMETRO,2,1,386000,1456
SA,NONMETRO,2,2,386000,1540
SA,NONMETRO,2,3,386000,1605
SA,NONMETRO,2,4,386000,1670
SA,NONMETRO,2,5,386000,1735
SA,NONMETRO,2,6,386000,1800
SA,NONMETRO,2,7,386000,1865
SA,NONMETRO,2,8,386000,1930
SA,NONMETRO,2,9,386000,1995
SA,NONMETRO,2,10,386000,2060
SA,NONMETRO,2,0,644000,1378
SA,NONMETRO,2,1,644000,1456
SA,NONMETRO,2,2,644000,1540
SA,NONMETRO,2,3,644000,1605
SA,NONMETRO,2,4,644000,1670
SA,NONMETRO,2,5,644000,1735
SA,NONMETRO,2,6,644000,1800
SA,NONMETRO,2,7,644000,1865
SA,NONMETRO,2,8,644000,1930
SA,NONMETRO,2,9,644000,1995
SA,NONMETRO,2,10,644000,2060
WA,METRO,1,0,0,253
WA,METRO,1,1,0,372
WA,METRO,1,2,0,485
WA,METRO,1,3,0,614
WA,METRO,1,4,0,742
WA,METRO,1,5,0,870
WA,METRO,1,6,0,998
WA,METRO,1,7,0,1127
WA,METRO,1,8,0,1255
WA,METRO,1,9,0,1383
WA,METRO,1,10,0,1511
WA,METRO,1,0,26000,270
WA,METRO,1,1,26000,372
WA,METRO,1,2,26000,485
WA,METRO,1,3,26000,614
WA,METRO,1,4,26000,742
WA,METRO,1,5,26000,870
WA,METRO,1,6,26000,998
WA,METRO,1,7,26000,1127
WA,METRO,1,8,26000,1255
WA,METRO,1,9,26000,1383
WA,METRO,1,10,26000,1511
WA,METRO,1,0,39000,284
WA,METRO,1,1,39000,387
WA,METRO,1,2,39000,500
WA,METRO,1,3,39000,614
WA,METRO,1,4,39000,727
WA,METRO,1,5,39000,841
WA,METRO,1,6,39000,954
WA,METRO,1,7,39000,1067
WA,METRO,1,8,39000,1181
WA,METRO,1,9,39000,1294
WA,METRO,1,10,39000,1408
WA,METRO,1,0,52000,313
WA,METRO,1,1,52000,415
WA,METRO,1,2,52000,529
WA,METRO,1,3,52000,642
WA,METRO,1,4,52000,755
WA,METRO,1,5,52000,869
WA,METRO,1,6,52000,982
WA,METRO,1,7,52000,1095
WA,METRO,1,8,52000,1209
WA,METRO,1,9,52000,1322
WA,METRO,1,10,52000,1436
WA,METRO,1,0,64000,352
WA,METRO,1,1,64000,456
WA,METRO,1,2,64000,569
WA,METRO,1,3,64000,682
WA,METRO,1,4,64000,795
WA,METRO,1,5,64000,908
WA,METRO,1,6,64000,1021
WA,METRO,1,7,64000,1135
WA,METRO,1,8,64000,1248
WA,METRO,1,9,64000,1361
WA,METRO,1,10,64000,1474
WA,METRO,1,0,77000,411
WA,METRO,1,1,77000,516
WA,METRO,1,2,77000,629
WA,METRO,1,3,77000,742
WA,METRO,1,4,77000,855
WA,METRO,1,5,77000,967
WA,METRO,1,6,77000,1080
WA,METRO,1,7,77000,1193
WA,METRO,1,8,77000,1306
WA,METRO,1,9,77000,1419
WA,METRO,1,10,77000,1532
WA,METRO,1,0,103000,498
WA,METRO,1,1,103000,605
WA,METRO,1,2,103000,717
WA,METRO,1,3,103000,830
WA,METRO,1,4,103000,942
WA,METRO,1,5,103000,1055
WA,METRO,1,6,103000,1167
WA,METRO,1,7,103000,1280
WA,METRO,1,8,103000,1392
WA,METRO,1,9,103000,1505
WA,METRO,1,10,103000,1617
WA,METRO,1,0,129000,573
WA,METRO,1,1,129000,681
WA,METRO,1,2,129000,793
WA,METRO,1,3,129000,905
WA,METRO,1,4,129000,1017
WA,METRO,1,5,129000,1129
WA,METRO,1,6,129000,1241
WA,METRO,1,7,129000,1354
WA,METRO,1,8,129000,1466
WA,METRO,1,9,129000,1578
WA,METRO,1,10,129000,1690
WA,METRO,1,0,155000,654
WA,METRO,1,1,155000,764
WA,METRO,1,2,155000,875
WA,METRO,1,3,155000,987
WA,METRO,1,4,155000,1099
WA,METRO,1,5,155000,1211
WA,METRO,1,6,155000,1322
WA,METRO,1,7,155000,1434
WA,METRO,1,8,155000,1546
WA,METRO,1,9,155000,1658
WA,METRO,1,10,155000,1769
WA,METRO,1,0,180000,701
WA,METRO,1,1,180000,812
WA,METRO,1,2,180000,923
WA,METRO,1,3,180000,1035
WA,METRO,1,4,180000,1147
WA,METRO,1,5,180000,1258
WA,METRO,1,6,180000,1370
WA,METRO,1,7,180000,1481
WA,METRO,1,8,180000,1593
WA,METRO,1,9,180000,1704
WA,METRO,1,10,180000,1816
WA,METRO,1,0,206000,766
WA,METRO,1,1,206000,878
WA,METRO,1,2,206000,989
WA,METRO,1,3,206000,1100
WA,METRO,1,4,206000,1212
WA,METRO,1,5,206000,1323
WA,METRO,1,6,206000,1434
WA,METRO,1,7,206000,1545
WA,METRO,1,8,206000,1657
WA,METRO,1,9,206000,1768
WA,METRO,1,10,206000,1879
WA,METRO,1,0,258000,880
WA,METRO,1,1,258000,994
WA,METRO,1,2,258000,1105
WA,METRO,1,3,258000,1215
WA,METRO,1,4,258000,1326
WA,METRO,1,5,258000,1437
WA,METRO,1,6,258000,1547
WA,METRO,1,7,258000,1658
WA,METRO,1,8,258000,1769
WA,METRO,1,9,258000,1880
WA,METRO,1,10,258000,1990
WA,METRO,1,0,322000,1050
WA,METRO,1,1,322000,1168
WA,METRO,1,2,322000,1277
WA,METRO,1,3,322000,1387
WA,METRO,1,4,322000,1497
WA,METRO,1,5,322000,1607
WA,METRO,1,6,322000,1717
WA,METRO,1,7,322000,1827
WA,METRO,1,8,322000,1937
WA,METRO,1,9,322000,2047
WA,METRO,1,10,322000,2157
WA,METRO,1,0,386000,1071
WA,METRO,1,1,386000,1189
WA,METRO,1,2,386000,1299
WA,METRO,1,3,386000,1409
WA,METRO,1,4,386000,1519
WA,METRO,1,5,386000,1628
WA,METRO,1,6,386000,1738
WA,METRO,1,7,386000,1848
WA,METRO,1,8,386000,1958
WA,METRO,1,9,386000,2068
WA,METRO,1,10,386000,2178
WA,METRO,1,0,644000,1071
WA,METRO,1,1,644000,1189
WA,METRO,1,2,644000,1299
WA,METRO,1,3,644000,1409
WA,METRO,1,4,644000,1519
WA,METRO,1,5,644000,1628
WA,METRO,1,6,644000,1738
WA,METRO,1,7,644000,1848
WA,METRO,1,8,644000,1958
WA,METRO,1,9,644000,2068
WA,METRO,1,10,644000,2178
WA,METRO,2,0,0,541
WA,METRO,2,1,0,635
WA,METRO,2,2,0,715
WA,METRO,2,3,0,811
WA,METRO,2,4,0,907
WA,METRO,2,5,0,1004
WA,METRO,2,6,0,1100
WA,METRO,2,7,0,1197
WA,METRO,2,8,0,1293
WA,METRO,2,9,0,1389
WA,METRO,2,10,0,1486
WA,METRO,2,0,26000,541
WA,METRO,2,1,26000,635
WA,METRO,2,2,26000,715
WA,METRO,2,3,26000,811
WA,METRO,2,4,26000,907
WA,METRO,2,5,26000,1004
WA,METRO,2,6,26000,1100
WA,METRO,2,7,26000,1197
WA,METRO,2,8,26000,1293
WA,METRO,2,9,26000,1389
WA,METRO,2,10,26000,1486
WA,METRO,2,0,39000,556
WA,METRO,2,1,39000,635
WA,METRO,2,2,39000,715
WA,METRO,2,3,39000,811
WA,METRO,2,4,39000,907
WA,METRO,2,5,39000,1004
WA,METRO,2,6,39000,1100
WA,METRO,2,7,39000,1197
WA,METRO,2,8,39000,1293
WA,METRO,2,9,39000,1389
WA,METRO,2,10,39000,1486
WA,METRO,2,0,52000,584
WA,METRO,2,1,52000,663
WA,METRO,2,2,52000,743
WA,METRO,2,3,52000,811
WA,METRO,2,4,52000,879
WA,METRO,2,5,52000,947
WA,METRO,2,6,52000,1015
WA,METRO,2,7,52000,1084
WA,METRO,2,8,52000,1152
WA,METRO,2,9,52000,1220
WA,METRO,2,10,52000,1288
WA,METRO,2,0,64000,623
WA,METRO,2,1,64000,703
WA,METRO,2,2,64000,783
WA,METRO,2,3,64000,851
WA,METRO,2,4,64000,919
WA,METRO,2,5,64000,986
WA,METRO,2,6,64000,1054
WA,METRO,2,7,64000,1122
WA,METRO,2,8,64000,1190
WA,METRO,2,9,64000,1258
WA,METRO,2,10,64000,1326
WA,METRO,2,0,77000,683
WA,METRO,2,1,77000,762
WA,METRO,2,2,77000,842
WA,METRO,2,3,77000,910
WA,METRO,2,4,77000,977
WA,METRO,2,5,77000,1045
WA,METRO,2,6,77000,1113
WA,METRO,2,7,77000,1181
WA,METRO,2,8,77000,1248
WA,METRO,2,9,77000,1316
WA,METRO,2,10,77000,1384
WA,METRO,2,0,103000,770
WA,METRO,2,1,103000,849
WA,METRO,2,2,103000,929
WA,METRO,2,3,103000,997
WA,METRO,2,4,103000,1064
WA,METRO,2,5,103000,1131
WA,METRO,2,6,103000,1199
WA,METRO,2,7,103000,1266
WA,METRO,2,8,103000,1334
WA,METRO,2,9,103000,1401
WA,METRO,2,10,103000,1468
WA,METRO,2,0,129000,844
WA,METRO,2,1,129000,923
WA,METRO,2,2,129000,1004
WA,METRO,2,3,129000,1071
WA,METRO,2,4,129000,1138
WA,METRO,2,5,129000,1205
WA,METRO,2,6,129000,1273
WA,METRO,2,7,129000,1340
WA,METRO,2,8,129000,1407
WA,METRO,2,9,129000,1474
WA,METRO,2,10,129000,1541
WA,METRO,2,0,155000,925
WA,METRO,2,1,155000,1004
WA,METRO,2,2,155000,1086
WA,METRO,2,3,155000,1152
WA,METRO,2,4,155000,1219
WA,METRO,2,5,155000,1286
WA,METRO,2,6,155000,1353
WA,METRO,2,7,155000,1420
WA,METRO,2,8,155000,1486
WA,METRO,2,9,155000,1553
WA,METRO,2,10,155000,1620
WA,METRO,2,0,180000,973
WA,METRO,2,1,180000,1051
WA,METRO,2,2,180000,1133
WA,METRO,2,3,180000,1200
WA,METRO,2,4,180000,1266
WA,METRO,2,5,180000,1333
WA,METRO,2,6,180000,1400
WA,METRO,2,7,180000,1466
WA,METRO,2,8,180000,1533
WA,METRO,2,9,180000,1599
WA,METRO,2,10,180000,1666
WA,METRO,2,0,206000,1038
WA,METRO,2,1,206000,1116
WA,METRO,2,2,206000,1198
WA,METRO,2,3,206000,1265
WA,METRO,2,4,206000,1331
WA,METRO,2,5,206000,1397
WA,METRO,2,6,206000,1464
WA,METRO,2,7,206000,1530
WA,METRO,2,8,206000,1596
WA,METRO,2,9,206000,1663
WA,METRO,2,10,206000,1729
WA,METRO,2,0,258000,1151
WA,METRO,2,1,258000,1229
WA,METRO,2,2,258000,1312
WA,METRO,2,3,258000,1378
WA,METRO,2,4,258000,1444
WA,METRO,2,5,258000,1510
WA,METRO,2,6,258000,1576
WA,METRO,2,7,258000,1642
WA,METRO,2,8,258000,1708
WA,METRO,2,9,258000,1774
WA,METRO,2,10,258000,1839
WA,METRO,2,0,322000,1321
WA,METRO,2,1,322000,1399
WA,METRO,2,2,322000,1483
WA,METRO,2,3,322000,1548
WA,METRO,2,4,322000,1614
WA,METRO,2,5,322000,1679
WA,METRO,2,6,322000,1744
WA,METRO,2,7,322000,1809
WA,METRO,2,8,322000,1875
WA,METRO,2,9,322000,1940
WA,METRO,2,10,322000,2005
WA,METRO,2,0,386000,1343
WA,METRO,2,1,386000,1420
WA,METRO,2,2,386000,1504
WA,METRO,2,3,386000,1570
WA,METRO,2,4,386000,1635
WA,METRO,2,5,386000,1700
WA,METRO,2,6,386000,1765
WA,METRO,2,7,386000,1830
WA,METRO,2,8,386000,1895
WA,METRO,2,9,386000,1960
WA,METRO,2,10,386000,2026
WA,METRO,2,0,644000,1343
WA,METRO,2,1,644000,1420
WA,METRO,2,2,644000,1504
WA,METRO,2,3,644000,1570
WA,METRO,2,4,644000,1635
WA,METRO,2,5,644000,1700
WA,METRO,2,6,644000,1765
WA,METRO,2,7,644000,1830
WA,METRO,2,8,644000,1895
WA,METRO,2,9,644000,1960
WA,METRO,2,10,644000,2026
WA,NONMETRO,1,0,0,306
WA,NONMETRO,1,1,0,425
WA,NONMETRO,1,2,0,538
WA,NONMETRO,1,3,0,666
WA,NONMETRO,1,4,0,794
WA,NONMETRO,1,5,0,922
WA,NONMETRO,1,6,0,1050
WA,NONMETRO,1,7,0,1178
WA,NONMETRO,1,8,0,1306
WA,NONMETRO,1,9,0,1434
WA,NONMETRO,1,10,0,1562
WA,NONMETRO,1,0,26000,322
WA,NONMETRO,1,1,26000,425
WA,NONMETRO,1,2,26000,538
WA,NONMETRO,1,3,26000,666
WA,NONMETRO,1,4,26000,794
WA,NONMETRO,1,5,26000,922
WA,NONMETRO,1,6,26000,1050
WA,NONMETRO,1,7,26000,1178
WA,NONMETRO,1,8,26000,1306
WA,NONMETRO,1,9,26000,1434
WA,NONMETRO,1,10,26000,1562
WA,NONMETRO,1,0,39000,337
WA,NONMETRO,1,1,39000,440
WA,NONMETRO,1,2,39000,553
WA,NONMETRO,1,3,39000,666
WA,NONMETRO,1,4,39000,780
WA,NONMETRO,1,5,39000,893
WA,NONMETRO,1,6,39000,1006
WA,NONMETRO,1,7,39000,1119
WA,NONMETRO,1,8,39000,1233
WA,NONMETRO,1,9,39000,1346
WA,NONMETRO,1,10,39000,1459
WA,NONMETRO,1,0,52000,365
WA,NONMETRO,1,1,52000,469
WA,NONMETRO,1,2,52000,582
WA,NONMETRO,1,3,52000,695
WA,NONMETRO,1,4,52000,808
WA,NONMETRO,1,5,52000,921
WA,NONMETRO,1,6,52000,1034
WA,NONMETRO,1,7,52000,1147
WA,NONMETRO,1,8,52000,1260
WA,NONMETRO,1,9,52000,1374
WA,NONMETRO,1,10,52000,1487
WA,NONMETRO,1,0,64000,404
WA,NONMETRO,1,1,64000,509
WA,NONMETRO,1,2,64000,622
WA,NONMETRO,1,3,64000,735
WA,NONMETRO,1,4,64000,848
WA,NONMETRO,1,5,64000,961
WA,NONMETRO,1,6,64000,1074
WA,NONMETRO,1,7,64000,1186
WA,NONMETRO,1,8,64000,1299
WA,NONMETRO,1,9,64000,1412
WA,NONMETRO,1,10,64000,1525
WA,NONMETRO,1,0,77000,463
WA,NONMETRO,1,1,77000,569
WA,NONMETRO,1,2,77000,682
WA,NONMETRO,1,3,77000,795
WA,NONMETRO,1,4,77000,907
WA,NONMETRO,1,5,77000,1020
WA,NONMETRO,1,6,77000,1133
WA,NONMETRO,1,7,77000,1245
WA,NONMETRO,1,8,77000,1358
WA,NONMETRO,1,9,77000,1470
WA,NONMETRO,1,10,77000,1583
WA,NONMETRO,1,0,103000,550
WA,NONMETRO,1,1,103000,658
WA,NONMETRO,1,2,103000,770
WA,NONMETRO,1,3,103000,882
WA,NONMETRO,1,4,103000,995
WA,NONMETRO,1,5,103000,1107
WA,NONMETRO,1,6,103000,1219
WA,NONMETRO,1,7,103000,1331
WA,NONMETRO,1,8,103000,1444
WA,NONMETRO,1,9,103000,1556
WA,NONMETRO,1,10,103000,1668
WA,NONMETRO,1,0,129000,625
WA,NONMETRO,1,1,129000,734
WA,NONMETRO,1,2,129000,846
WA,NONMETRO,1,3,129000,958
WA,NONMETRO,1,4,129000,1070
WA,NONMETRO,1,5,129000,1182
WA,NONMETRO,1,6,129000,1294
WA,NONMETRO,1,7,129000,1405
WA,NONMETRO,1,8,129000,1517
WA,NONMETRO,1,9,129000,1629
WA,NONMETRO,1,10,129000,1741
WA,NONMETRO,1,0,155000,706
WA,NONMETRO,1,1,155000,817
WA,NONMETRO,1,2,155000,928
WA,NONMETRO,1,3,155000,1040
WA,NONMETRO,1,4,155000,1151
WA,NONMETRO,1,5,155000,1263
WA,NONMETRO,1,6,155000,1374
WA,NONMETRO,1,7,155000,1486
WA,NONMETRO,1,8,155000,1598
WA,NONMETRO,1,9,155000,1709
WA,NONMETRO,1,10,155000,1821
WA,NONMETRO,1,0,180000,754
WA,NONMETRO,1,1,180000,865
WA,NONMETRO,1,2,180000,977
WA,NONMETRO,1,3,180000,1088
WA,NONMETRO,1,4,180000,1199
WA,NONMETRO,1,5,180000,1310
WA,NONMETRO,1,6,180000,1422
WA,NONMETRO,1,7,180000,1533
WA,NONMETRO,1,8,180000,1644
WA,NONMETRO,1,9,180000,1756
WA,NONMETRO,1,10,180000,1867
WA,NONMETRO,1,0,206000,818
WA,NONMETRO,1,1,206000,931
WA,NONMETRO,1,2,206000,1042
WA,NONMETRO,1,3,206000,1153
WA,NONMETRO,1,4,206000,1264
WA,NONMETRO,1,5,206000,1375
WA,NONMETRO,1,6,206000,1486
WA,NONMETRO,1,7,206000,1597
WA,NONMETRO,1,8,206000,1708
WA,NONMETRO,1,9,206000,1819
WA,NONMETRO,1,10,206000,1930
WA,NONMETRO,1,0,258000,932
WA,NONMETRO,1,1,258000,1047
WA,NONMETRO,1,2,258000,1158
WA,NONMETRO,1,3,258000,1268
WA,NONMETRO,1,4,258000,1379
WA,NONMETRO,1,5,258000,1489
WA,NONMETRO,1,6,258000,1600
WA,NONMETRO,1,7,258000,1710
WA,NONMETRO,1,8,258000,1820
WA,NONMETRO,1,9,258000,1931
WA,NONMETRO,1,10,258000,2041
WA,NONMETRO,1,0,322000,1102
WA,NONMETRO,1,1,322000,1221
WA,NONMETRO,1,2,322000,1331
WA,NONMETRO,1,3,322000,1440
WA,NONMETRO,1,4,322000,1550
WA,NONMETRO,1,5,322000,1660
WA,NONMETRO,1,6,322000,1769
WA,NONMETRO,1,7,322000,1879
WA,NONMETRO,1,8,322000,1989
WA,NONMETRO,1,9,322000,2098
WA,NONMETRO,1,10,322000,2208
WA,NONMETRO,1,0,386000,1123
WA,NONMETRO,1,1,386000,1243
WA,NONMETRO,1,2,386000,1352
WA,NONMETRO,1,3,386000,1462
WA,NONMETRO,1,4,386000,1571
WA,NONMETRO,1,5,386000,1681
WA,NONMETRO,1,6,386000,1790
WA,NONMETRO,1,7,386000,1900
WA,NONMETRO,1,8,386000,2010
WA,NONMETRO,1,9,386000,2119
WA,NONMETRO,1,10,386000,2229
WA,NONMETRO,1,0,644000,1123
WA,NONMETRO,1,1,644000,1243
WA,NONMETRO,1,2,644000,1352
WA,NONMETRO,1,3,644000,1462
WA,NONMETRO,1,4,644000,1571
WA,NONMETRO,1,5,644000,1681
WA,NONMETRO,1,6,644000,1790
WA,NONMETRO,1,7,644000,1900
WA,NONMETRO,1,8,644000,2010
WA,NONMETRO,1,9,644000,2119
WA,NONMETRO,1,10,644000,2229
WA,NONMETRO,2,0,0,594
WA,NONMETRO,2,1,0,687
WA,NONMETRO,2,2,0,767
WA,NONMETRO,2,3,0,863
WA,NONMETRO,2,4,0,960
WA,NONMETRO,2,5,0,1056
WA,NONMETRO,2,6,0,1152
WA,NONMETRO,2,7,0,1248
WA,NONMETRO,2,8,0,1344
WA,NONMETRO,2,9,0,1440
WA,NONMETRO,2,10,0,1537
WA,NONMETRO,2,0,26000,594
WA,NONMETRO,2,1,26000,687
WA,NONMETRO,2,2,26000,767
WA,NONMETRO,2,3,26000,863
WA,NONMETRO,2,4,26000,960
WA,NONMETRO,2,5,26000,1056
WA,NONMETRO,2,6,26000,1152
WA,NONMETRO,2,7,26000,1248
WA,NONMETRO,2,8,26000,1344
WA,NONMETRO,2,9,26000,1440
WA,NONMETRO,2,10,26000,1537
WA,NONMETRO,2,0,39000,608
WA,NONMETRO,2,1,39000,687
WA,NONMETRO,2,2,39000,767
WA,NONMETRO,2,3,39000,863
WA,NONMETRO,2,4,39000,960
WA,NONMETRO,2,5,39000,1056
WA,NONMETRO,2,6,39000,1152
WA,NONMETRO,2,7,39000,1248
WA,NONMETRO,2,8,39000,1344
WA,NONMETRO,2,9,39000,1440
WA,NONMETRO,2,10,39000,1537
WA,NONMETRO,2,0,52000,636
WA,NONMETRO,2,1,52000,716
WA,NONMETRO,2,2,52000,795
WA,NONMETRO,2,3,52000,863
WA,NONMETRO,2,4,52000,931
WA,NONMETRO,2,5,52000,999
WA,NONMETRO,2,6,52000,1067
WA,NONMETRO,2,7,52000,1135
WA,NONMETRO,2,8,52000,1203
WA,NONMETRO,2,9,52000,1271
WA,NONMETRO,2,10,52000,1339
WA,NONMETRO,2,0,64000,676
WA,NONMETRO,2,1,64000,755
WA,NONMETRO,2,2,64000,835
WA,NONMETRO,2,3,64000,903
WA,NONMETRO,2,4,64000,971
WA,NONMETRO,2,5,64000,1038
WA,NONMETRO,2,6,64000,1106
WA,NONMETRO,2,7,64000,1174
WA,NONMETRO,2,8,64000,1242
WA,NONMETRO,2,9,64000,1309
WA,NONMETRO,2,10,64000,1377
WA,NONMETRO,2,0,77000,735
WA,NONMETRO,2,1,77000,814
WA,NONMETRO,2,2,77000,894
WA,NONMETRO,2,3,77000,962
WA,NONMETRO,2,4,77000,1030
WA,NONMETRO,2,5,77000,1097
WA,NONMETRO,2,6,77000,1165
WA,NONMETRO,2,7,77000,1232
WA,NONMETRO,2,8,77000,1300
WA,NONMETRO,2,9,77000,1367
WA,NONMETRO,2,10,77000,1435
WA,NONMETRO,2,0,103000,822
WA,NONMETRO,2,1,103000,901
WA,NONMETRO,2,2,103000,982
WA,NONMETRO,2,3,103000,1049
WA,NONMETRO,2,4,103000,1116
WA,NONMETRO,2,5,103000,1183
WA,NONMETRO,2,6,103000,1250
WA,NONMETRO,2,7,103000,1318
WA,NONMETRO,2,8,103000,1385
WA,NONMETRO,2,9,103000,1452
WA,NONMETRO,2,10,103000,1519
WA,NONMETRO,2,0,129000,896
WA,NONMETRO,2,1,129000,975
WA,NONMETRO,2,2,129000,1057
WA,NONMETRO,2,3,129000,1124
WA,NONMETRO,2,4,129000,1190
WA,NONMETRO,2,5,129000,1257
WA,NONMETRO,2,6,129000,1324
WA,NONMETRO,2,7,129000,1391
WA,NONMETRO,2,8,129000,1458
WA,NONMETRO,2,9,129000,1525
WA,NONMETRO,2,10,129000,1592
WA,NONMETRO,2,0,155000,978
WA,NONMETRO,2,1,155000,1056
WA,NONMETRO,2,2,155000,1138
WA,NONMETRO,2,3,155000,1205
WA,NONMETRO,2,4,155000,1271
WA,NONMETRO,2,5,155000,1338
WA,NONMETRO,2,6,155000,1404
WA,NONMETRO,2,7,155000,1471
WA,NONMETRO,2,8,155000,1538
WA,NONMETRO,2,9,155000,1604
WA,NONMETRO,2,10,155000,1671
WA,NONMETRO,2,0,180000,1025
WA,NONMETRO,2,1,180000,1103
WA,NONMETRO,2,2,180000,1186
WA,NONMETRO,2,3,180000,1252
WA,NONMETRO,2,4,180000,1318
WA,NONMETRO,2,5,180000,1385
WA,NONMETRO,2,6,180000,1451
WA,NONMETRO,2,7,180000,1518
WA,NONMETRO,2,8,180000,1584
WA,NONMETRO,2,9,180000,1650
WA,NONMETRO,2,10,180000,1717
WA,NONMETRO,2,0,206000,1090
WA,NONMETRO,2,1,206000,1168
WA,NONMETRO,2,2,206000,1251
WA,NONMETRO,2,3,206000,1317
WA,NONMETRO,2,4,206000,1383
WA,NONMETRO,2,5,206000,1449
WA,NONMETRO,2,6,206000,1515
WA,NONMETRO,2,7,206000,1581
WA,NONMETRO,2,8,206000,1647
WA,NONMETRO,2,9,206000,1714
WA,NONMETRO,2,10,206000,1780
WA,NONMETRO,2,0,258000,1203
WA,NONMETRO,2,1,258000,1281
WA,NONMETRO,2,2,258000,1365
WA,NONMETRO,2,3,258000,1430
WA,NONMETRO,2,4,258000,1496
WA,NONMETRO,2,5,258000,1562
WA,NONMETRO,2,6,258000,1627
WA,NONMETRO,2,7,258000,1693
WA,NONMETRO,2,8,258000,1759
WA,NONMETRO,2,9,258000,1825
WA,NONMETRO,2,10,258000,1890
WA,NONMETRO,2,0,322000,1374
WA,NONMETRO,2,1,322000,1451
WA,NONMETRO,2,2,322000,1536
WA,NONMETRO,2,3,322000,1601
WA,NONMETRO,2,4,322000,1666
WA,NONMETRO,2,5,322000,1731
WA,NONMETRO,2,6,322000,1796
WA,NONMETRO,2,7,322000,1861
WA,NONMETRO,2,8,322000,1926
WA,NONMETRO,2,9,322000,1991
WA,NONMETRO,2,10,322000,2056
WA,NONMETRO,2,0,386000,1395
